ImageId,TP,Label,ObjectId,ParentId,Area,Mean,StdDev,Mode,Min,Max,XM,YM,Circ.,IntDen,Median,RawIntDen,AR,Round,Solidity
PxylX_region2_KL__t1_phase_analysis,1,signal:0001-0017,0,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0002-0021,1,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0003-0024,2,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0004-0021,3,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0005-0026,4,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0006-0050,5,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0007-0055,6,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0008-0058,7,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0009-0060,8,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0010-0064,9,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0011-0077,10,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0012-0081,11,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0013-0090,12,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0014-0101,13,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0015-0101,14,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0016-0106,15,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0017-0124,16,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0018-0137,17,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0019-0137,18,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
PxylX_region2_KL__t1_phase_analysis,1,signal:0020-0143,19,-1,0.0,nan,0.0,0.0,65535.0,0.0,nan,nan,0.0,nan,65535.0,nan,nan,nan,0.0
